Question ID,dataset,comment_id,Question,box_entity,box_def,Position
141,hatexplain,10062055_gab,"lesbian police chief fired white male officers just got sacked by burqa betsy, who chose murdering mudslime over gay vote, whatever will burqa betsy do when she loses election and police do not respond to the calls for help when her mudslime demand entry to her home and bedroom","['mudslime', 'male', 'gay', 'lesbian', 'murdering', 'her', 'she']","['Slang, offensive, derogatory term to refer to a Muslim.', 'Having an identity considered male.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.', 'A sexual orientation describing someone with a female gender identity who is attracted to those with female gender identities, or attraction to those identifying within a feminine gender-area (including transfeminine persons, femme nonbinary people, nonbinary women, demigirls, etc.).', 'The unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.]",137
142,gabhatecorpus,24111,"He 'd be just fine without working another day for the rest of his life. But I 'd imagine it 'd be pretty difficult for a straight, white, cis- male, with even slightly right- of- center ideologies to score a hot piece of ass from within the elitist Holo- wood social class he 's immersed himself in. Where Good looks and net worth are in abundance. ","['cis-', 'straight', 'male', 'himself', 'his', 'he']","['Cisgender: A person whose gender matches the body they were born with.', 'Or heterosexual, Sexually attracted to a person defined as being of the ""opposite"" sex (i.e. male attracted to female or female attracted to male); more broadly, attracted to a gender that is not one\'s own.', 'Having an identity considered male.', 'Used to emphasize a particular man, boy, or male animal', 'Belonging to or connected with a man, boy, or male.', 'Used as the subject of a verb to refer to a man, boy, or male.']",138
143,hatexplain,8499516_gab,megyn is a shame to usa she is typical msm vlad shamed her right back good nasty lil bitch ho,"['ho', 'msm', 'her', 'she', 'shame', 'bitch']","[ 'An insulting word for a woman, especially one who is considered to have a lot of sexual partners.', '*man who has sex with men*Male persons who engage in sexual activity with members of the same sex, regardless of how they identify themselves.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A painful emotion resulting from a feeling of inadequacy, embarrassment, or guilt.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",139
144,mhs,15066,"assuming you don 't mean literally invisible, which context are you thinking of? older men no doubt get less attention in bars and clubs, but this is by no means just a gay thing. this happens to everybody. it 's life 's way of gently suggesting to you that maybe you 're too old to be going to those bars and clubs.","['men', 'gay']","['A person whose identity is male, based on societal and cultural conceptualizations of being male, usually (but not always) reflected by specific anatomical variations, chromosome combinations, and/or sex hormones.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.']",140
145,gabhatecorpus,20522,"The gay movement has been hijacked by the worst of scum. Most are leaving it, and all that 's left behind are fat man hating lezbos, and their white knights. ","['lezbo', 'white knights', 'man', 'gay']","['A lesbian.', 'a person or thing that helps someone who is in a difficult situation.', 'A person whose identity is male, based on societal and cultural conceptualizations of being male, usually (but not always) reflected by specific anatomical variations, chromosome combinations, and/or sex hormones.', 'Sexual attraction between two or more people of the same gender or the same gender-area (for example, a man being attracted to a transmasculine person), especially between two men.']",141
146,xtremespeech,12133,,"['man', 'wife', 'her']","['A person whose identity is male, based on societal and cultural conceptualizations of being male, usually (but not always) reflected by specific anatomical variations, chromosome combinations, and/or sex hormones.', 'A partner in marriage.', 'To refer to a woman, girl, or female.']",105
147,mhs,32925,"pakistani mentality: ""my wife wore clothes that i didn 't like, so i beat her up, cut her hair and then poured acid on her face. you would have done the same thing."" reporter: no, i wouldn 't have done the same thing. url","['wife', 'face', 'hair', 'her', 'beat up']","['A partner in marriage.', 'A subdivision of the head that has as parts the layers deep to the surface of the anterior surface.', 'A filament-like structure consisting of a shaft which projects to the surface of the skin from a root which is softer than the shaft and lodges in the cavity of a hair follicle. It is found on most surfaces of the body.', 'To refer to a woman, girl, or female.', 'Assaultive behavior in which a person (who may be considered a victim) is hit or struck repeatedly, with or without a weapon.']",142
148,hatexplain,20509359_gab,in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks,"['wife', 'face']","['A partner in marriage.', 'A subdivision of the head that has as parts the layers deep to the surface of the anterior surface.']",143
149,hatexplain,16385365_gab,"great a wife beater and dog stealer tryed to suicide himself <user> and a run like a pussy from <number> soy antifa faggots forney all in agreement of what nehlen should do, how about just no","['wife', 'beater', 'faggots', 'pussy', 'himself']","['A partner in marriage.', 'Assaultive behavior in which a person (who may be considered a victim) is hit or struck repeatedly, with or without a weapon.', 'A pejorative term to refer to a gay man. It may also be used as a pejorative term for a ""repellent man"" or to refer to women who are lesbian (or to transgender people, typically transgender women). ', 'Slang for vagina; sometimes used generally as slang for femininity.', 'Used to emphasize a particular man, boy, or male animal']",144
150,hatexplain,7736800_gab,"<user> faggot i told you already to stop liking my posts, you called for my wife to be raped by niggers, you i are enemies, fuck off bitch ass punk motherfucker, i shit on you altright gabfam","['wife', 'faggot', 'raped', 'bitch', 'fuck', 'shit']","['A partner in marriage.', 'A pejorative term to refer to a gay man. It may also be used as a pejorative term for a ""repellent man"" or to refer to women who are lesbian (or to transgender people, typically transgender women). ', 'A type of sexual assault usually involving sexual intercourse or other forms of sexual penetration carried out against a person without that person's consent.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.',  'A rude word used when expressing extreme anger.', 'Solid waste that is released from the bowels of a person or animal. Insults, criticism, or unkind or unfair treatment.']",145
151,mhs,22145,you 're wife is getting blacked breed by 2 big black nigga cocks. i bet your happy husband watching her take them both on at the same time,"['cocks', 'wife/husband', 'her', 'happy']","['a rude word for a penis', 'A partner in marriage.', 'To refer to a woman, girl, or female.', 'Happiness is an emotion characterized by positive or pleasant emotions ranging from contentment to intense joy.']",146
152,mhs,33898,that moment when my wife wants to seduce my best friend she just have to adjust her saree by exposing her assets url,"['saree', 'wife', 'seduce', 'her', 'she']","['Sari: women's garment from the Indian subcontinent.', 'A partner in marriage.', 'to make someone feel attracted to you and want to have sex with you', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",147
153,gabhatecorpus,1443,"This magazine cover reads like a parody issue. 'Is Success An Illness?', 'The Other Lover: Why I Vetted My Wife 's Affair' and, of course, the body positivity model... In 10 or 15 years when she starts having health issues, she 'll expect someone else to pay for her bad choices.","['wife', 'affair', 'her', 'she']","['A partner in marriage.', 'A sexual relationship, romantic friendship, or passionate attachment between two people without the attached person's significant other knowing.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",148
154,hatexplain,21764118_gab,when shariza appeasing may is sucking moslem cock does her husband brit fam,"['cock', 'husband', 'sucking', 'her']","['a rude word for a penis', 'A partner in marriage.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'To refer to a woman, girl, or female.']",149
155,mhs,33276,"shorty speaking facts yall mfs just ignorant asl sex is ment for marriage, for your life long partner, condoms probably been around for 100 years or a lil more that shit not natural","['marriage', 'sex', 'partner', 'condoms', 'shit']","['A culturally recognized union between people, called spouses. The definition of marriage varies around the world, not only between cultures and between religions, but also throughout the history of any given culture and religion. ','Physical activity between people involving the sexual organs ', 'A spouse or other person with whom one shares a domestic, romantic or sexual bond.', 'A sheath-shaped barrier device, used during sexual intercourse to reduce the probability of pregnancy or a sexually transmitted infection (STI).', 'Nonsense, or something of low quality.']",150
156,mhs,47050,my masculine is awakening through my spiritual elevation ,['masculine'],"['*masculine gender expression*: Usage of clothing, behavior, posture, mannerisms, speech patterns, and activites, among other things, to indicate a male gender identity or gender role.']",151
157,hatexplain,10912897_gab,why is there a muzzie on project runway of course she forces her model into a hijab,"['muzzie', 'model', 'her', 'she']","['Slang, offensive, religious slur to refer to a Muslim.', 'A person who serves as a subject for artwork or fashion, usually in the medium of photography but also for painting or drawing.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",152
159,mhs,38407,she was a jewish child murdered in the holocaust for being jewish. stop trying to make her into some figurehead. for fucks sake yall are disgusting,"['murdered', 'her', 'she', 'disgusting', 'fucks', 'child']","['The unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Disgust is a feeling of revulsion or profound disapproval aroused by something unpleasant or offensive.', 'A rude word used when expressing extreme anger', 'a boy or girl from the time of birth until he or she is an adult, or a son or daughter of any age']",153
160,hatexplain,15928526_gab,hope she remembered defending the mudslime that instigated the gang rape and murder. karma is a bitch,"['mudslime', 'gang rape', 'murder', 'she', 'bitch']","['Slang, offensive, derogatory term to refer to a Muslim.', 'Rape involving at least two or more violators (typically at least three).', 'The unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",154
161,mhs,46968,"i wonder how many coaching sessions she had. and I 'm guessing that she had those nails on her when she came here, right? what fucking bullshit. completely manufactured horseshit for libturds who are too fucking stupid to think for themselves.","['nails', 'her', 'she', 'fucking']","['A horn-like keratin structure covering the dorsal aspect of the terminal phalanges of fingers and toes.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A rude word used when expressing extreme anger']",155
162,hatexplain,15210431_gab,what with this racist coon nurse? a murderess hang her,"['murderess', 'coon', 'nurse', 'her', 'racist']","['A female murderer.', 'An extremely offensive word for a Black person.', 'A nurse is a person whose job is to care for people who are ill or injured, especially in a hospital.', 'To refer to a woman, girl, or female.', 'A prejudice-motivated crime which occurs when a perpetrator targets a victim because of their membership (or perceived membership) in a particular race.']",156
163,hatexplain,16288097_gab,fuck off you nigger loving whore your mom need a slap upside the head for boring such a chicken shit pansy,"['pansy', 'whore', 'mom', 'love', 'fuck', 'shit']","['A pejorative term for a feminine man, a gay man, a transfeminine person, or a trans woman.', 'A person, usually a woman, who is considered sexually promiscuous or engaging in sex work.', 'A caretaker and/or immediate progenitor of a child.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.', 'A rude word used when expressing extreme anger', 'Insults, criticism, or unkind or unfair treatment.']",157
164,hatexplain,21794282_gab,you dojn t even know what triggered it faggot that all you got smelly pussy 3 rd grader failure to the white race failure as an angry father and no doubt they will grow up as triggered and lost as you i hope they hook up with somali,"['father', 'faggot', 'pussy', 'angry']","['A caretaker and/or immediate progenitor of a child.', 'A pejorative term to refer to a gay man. It may also be used as a pejorative term for a ""repellent man"" or to refer to women who are lesbian (or to transgender people, typically transgender women). ', 'Slang for vagina; sometimes used generally as slang for femininity.', 'A strong emotional feeling of displeasure aroused by being interfered with, injured or threatened.']",158
165,gabhatecorpus,24241,"2 cases actually Her parents lost TWO cases in the 1990 's in Maryland with Kavanaughs mother as presiding judge. 1994 case resulted in them having to pay $131, 000 (case #116471V) 1996 case resulted in their home being foreclosed upon. (case #156006V) No wonder she 's bitter enough to lie.","['parents/mother', 'her', 'she']","['A caretaker and/or immediate progenitor of a child.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",159
166,mhs,18643,dont you yell at me you motherfucker you licked the ceiling after cum seeped down from the floor above you because your parents were fucking upstairs you degenerate basement dwelling sperglord,"['sperglord', 'parents', 'cum', 'licked', 'fucking']","['slang, derogatory, offensive term to refer to a person who displays awkward, pedantic, or obsessive behavior stereotypically associated with Asperger's syndrome.', 'A caretaker and/or immediate progenitor of a child.', 'Seminal fluid.', 'The act of stroking or touching with the tongue.', 'A rude word meaning to have sex with someone.']",160
167,gabhatecorpus,8558,"Her boyfriend, Pinocchio, keeps lying n she loves him for it.","['boyfriend', 'her', 'him', 'she', 'loves']","['A spouse or other person with whom one shares a domestic, romantic or sexual bond.', 'To refer to a woman, girl, or female.', 'To refer to a man, boy, or male.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.']",161
168,xtremespeech,12403,,"['girlfriend', 'her', 'she', 'annoyed', 'his']","['A spouse or other person with whom one shares a domestic, romantic or sexual bond.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Annoyance is an unpleasant emtion that is characterized by a abnormal or excessive sensitivity to some external stimulus.', 'Belonging to or connected with a man, boy, or male.']",162
169,mhs,43420,niger shut up with your ugly ass picture i know you ain 't talking about nobody with your ugly ass and she is a f****** tomboy so you can shut your ass up. point blank are you going to catch these hands. let me cut you are slipping b**** what the f*** is up and i give my boyfriend on your ass and in the middle of us f****** now what,"['tomboy', 'boyfriend', 'bitch', 'she']","['A girl who behaves in a manner perceived as typically boyish.', 'A spouse or other person with whom one shares a domestic, romantic or sexual bond.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",163
170,hatexplain,12859137_gab,i just overheard my girlfriend telling her sister that she taking her retarded boyfriend to the pub tonight i can not believe she cheating on me,"['cheating', 'boyfriend', 'sister', 'her', 'she']","['Or infidelity, a violation of a partner's assumed or stated contract regarding emotional and/or sexual exclusivity.', 'A spouse or other person with whom one shares a domestic, romantic or sexual bond.', 'A person who shares a parent.', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",164
171,gabhatecorpus,3796,"If you 're referencing the post about pornography (under which this thread is not located), then I was not attacking just your masculinity (if, as it seems, you are supporting pornography): I was attacking your personhood.","['pornography', 'masculinity']","['The portrayal of sexual subject matter for the exclusive purpose of sexual arousal.', 'masculine gender expression: Usage of clothing, behavior, posture, mannerisms, speech patterns, and activites, among other things, to indicate a male gender identity or gender role.']",165
172,mhs,47143,ya right ivanjerkenoff fuckoffisy bored at fsb da grab putin pussy or ur white trash bitch fuck u,"['pussy', 'bitch', 'fuck']","['Slang for vagina; sometimes used generally as slang for femininity.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'A rude word used when expressing extreme anger']",166
173,gabhatecorpus,12040,"Hey bitch, take that gun you love so much and stuff it up your drippy STD- pussy and pull the trigger.","['STD', 'pussy', 'bitch', 'love']","['A sexually transmitted disease', 'Slang for vagina; sometimes used generally as slang for femininity.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.']",167
174,gabhatecorpus,26818,Yeah you 're still a stupid pussy who has a secret crush on the President. ¬†Nothing of value to offer. ,"['pussy', 'crush']","['Slang for vagina; sometimes used generally as slang for femininity.', 'An infatuation with somebody, typically someone that one is not dating. ']",168
175,mhs,20952,on everything my best friend live in chicago and i will take that pussy nigga life fucking disgust me ,"['pussy', 'disgust', 'fucking']","['Slang for vagina; sometimes used generally as slang for femininity.', 'Disgust is a feeling of revulsion or profound disapproval aroused by something unpleasant or offensive.', 'A rude word used when expressing extreme anger']",169
176,gabhatecorpus,9267,Another lovely #erotic drawing by #Rebecca. I want to strip @SuziDreamer naked and lick her pussy like this. I 'd tongue her #clit until her juices were flowing out over my face. #NSFW #DirtyDaydreams,"['naked', 'pussy', 'face', 'tongue', 'her', 'clit', 'erotic', 'lick']","['Not covered by clothes', 'Slang for vagina; sometimes used generally as slang for femininity.', 'A subdivision of the head that has as parts the layers deep to the surface of the anterior surface.', 'A muscular organ in the mouth that is covered with pink tissue called mucosa, tiny bumps called papillae, and thousands of taste buds. The tongue is anchored to the mouth and is vital for chewing, swallowing, and for speech.', 'To refer to a woman, girl, or female.', 'Clitories: An erectile structure homologous with the penis, situated beneath the anterior labial commissure.', 'A quality that causes sexual feelings, as well as a philosophical contemplation concerning the aesthetics of sexual desire, sensuality, and romantic love.', 'The act of stroking or touching with the tongue.']",170
178,mhs,15942,russia is playing with usa wet pussy... usa just need to open her legs and let the big weapon fill in... stupid bitch..,"['pussy', 'her', 'bitch']","['Slang for vagina; sometimes used generally as slang for femininity.', 'To refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",171
179,mhs,24928,how a pussy ass lame ass dirty ass fuck nigga kill a real ass nigga dawg,"['pussy', 'kill', 'fuck']","['Slang for vagina; sometimes used generally as slang for femininity.', 'An event in which an organism is killed.', 'A rude word used when expressing extreme anger']",172
180,gabhatecorpus,8231,I don 't think that pussy 's got the biochemical certification to be doing masculinity QC like that. His t- count hovers around his age.,"['t-word', 'count', 'pussy', 'masculinity', 'his']","['A transgender person, usually a transgender woman. Originally a shortening of transvestite. Generally considered derogatory, offensive. Debate over the term‚its offensiveness occurred in the early 2010s, but by 2017, the term was banned by several media stylebooks and labeled as hate speech by Facebook.', 'Cunt: Vulgar and offensive term to refer to the vulva.', 'Slang for vagina; sometimes used generally as slang for femininity.', 'masculine gender expression: Usage of clothing, behavior, posture, mannerisms, speech patterns, and activites, among other things, to indicate a male gender identity or gender role.', 'Belonging to or connected with a man, boy, or male.']",173
181,gabhatecorpus,17752,"This super low IQ pussy, is just trying to revive his shit stained, failed career, such as it was, so he can pay for more failed plastic surgery. http:// nosejobsurgerybeforeafter.com/ mickey- rourke- plastic- surgery/","['pussy', 'plastic surgery', 'shit', 'his', 'he']","['Slang for vagina; sometimes used generally as slang for femininity.', 'The branch of surgery concerned with therapeutic or cosmetic reformation of tissue.', 'Solid waste that is released from the bowels of a person or animal. Insults, criticism, or unkind or unfair treatment.', 'Belonging to or connected with a man, boy, or male.',  'Used as the subject of a verb to refer to a man, boy, or male.']",174
182,mhs,32077,"niggas like that, deserve to be shot the fuck up!! she don 't want your ass get the fuck gone nigga, to much pussy in this world bruh .. url","['bruh', 'pussy', 'she', 'fuck']","['used as a friendly way of talking to someone, especially a male friend', 'Slang for vagina; sometimes used generally as slang for femininity.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A rude word used when expressing extreme anger']",175
183,mhs,25616,better suck my ass if you think I 'm going waste a body on a wasteless nigga mf this pussy exclusive,"['pussy', 'suck']","['Slang for vagina; sometimes used generally as slang for femininity.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.']",176
184,mhs,23936,@444_anne @realdonaldtrump what 's your god have to do with that pussy groper? not a rhetorical question. your god is the pussy groping god? url,"['groper', 'pussy', 'groping', 'god']","['Someone who touches another person's body in order to get sexual pleasure, when that person does not want them to.', 'Slang for vagina; sometimes used generally as slang for femininity.', 'Sexual contact which is unreciprocated. A form of sexual harassment and also of sexual assault. This includes a perpetrator forcing a victim to engage in sexual contact.', 'A divine being who is revered specifically as having supernatural powers and understanding, especially when compared to human beings. Deities are usually worshiped by religious sects.']",177
185,gabhatecorpus,1186,https:// www.youtube.com/ watch? v= kwWzcrsqoJQ& t=... Liberals Attack Queer Eye Star for tweeting All Republicans are Not Racist,"['queer', 'liberals']","['someone who touches another person's body in order to get sexual pleasure, when that person does not want them to', 'A multifaceted term used as an umbrella term for being non-cisgender and/or non-heterosexual.', 'A political and moral philosophy based on liberty, consent of the governed and equality before the law.']",178
186,mhs,10983,"this, yes. I 'm also a queer exmo wheelchair user (what are the odds lol) and finding other aspects of yourself to relate to people with is a way better idea than falling in with mormons again tbh.",['queer'],['A multifaceted term used as an umbrella term for being non-cisgender and/or non-heterosexual.'],179
187,hatexplain,12583735_gab,nah hillary loves muzzies the same way she loves rapists those are her peeps,"['muzzies', 'rapists', 'her', 'she', 'loves']","['Slang, offensive, religious slur to refer to a Muslim.', 'An individual or individuals who have been convicted of rape (as well as those in which substantive evidence, contemporary or historical, makes it extremely likely that they were or are guilty of rape).', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.']",180
188,gabhatecorpus,12268,Purple is Kkkillarys resistance color. The same color she& Bill the serial Rapist wore when she gave her concide speech to #PresidentTrump ,"['rapist', 'her', 'she']","['An individual or individuals who have been convicted of rape (as well as those in which substantive evidence, contemporary or historical, makes it extremely likely that they were or are guilty of rape).', 'To refer to a woman, girl, or female.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",181
189,mhs,27941,suck my balls u rapist,"['balls', 'rapist', 'sucking']","['Testicle', 'An individual or individuals who have been convicted of rape (as well as those in which substantive evidence, contemporary or historical, makes it extremely likely that they were or are guilty of rape).', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.']",182
191,mhs,21431,"#porno #nsfw #nudes asian bitch dia, beautiful in her lingerie, sucks some random dude 's cock and swallows his cum after getting a proper cum facial. Url","['dude', 'cock', 'cum', 'lingerie', 'nudes', 'porno', 'bitch', 'his', 'facial', 'sucks', 'her']","['a man', 'a rude word for a penis', 'Seminal fluid.', 'Underwear or nightclothes, especially when lacy or designed to be seductive.', 'The state of being nude.', 'A sex film which does not usually claim any artistic merit.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Belonging to or connected with a man, boy, or male.', 'A subdivision of the head that has as parts the layers deep to the surface of the anterior surface.', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'To refer to a woman, girl, or female.']",183
192,gabhatecorpus,18921,"Damn right you can. I love the taste of #cum, especially dripping fresh from the mouth of @SuziDreamer.¬† Mmmm. #NSFW","['cum', 'love']","['Seminal fluid.', 'Affection; in psychiatry commonly refers to pleasure, particularly as it applies to gratifying experiences between individuals.']",184
193,hatexplain,1078385110460887040_twitter,sucking your grandpas fat dick and choking on his white pubes and swallowing his fat load of cum,"['cum', 'pubes', 'sucking', 'his', 'dick', 'grandpas']","['Seminal fluid.', 'Pubis', 'Any suction exerted by the mouth; response of the mammalian infant to draw milk from the breast. Includes sucking on inanimate objects.', 'Belonging to or connected with a man, boy, or male.', 'A rude word for a penis.', 'A parent of a parent.']",185
194,xtremespeech,23628,,"['lady', 'date', 'sex', 'clitoris']","['A polite or old-fashioned way of referring to or talking to a woman.', 'a person you have a romantic meeting with', 'Physical activity between people involving the sexual organs ', 'An erectile structure homologous with the penis, situated beneath the anterior labial commissure.']",186
195,gabhatecorpus,24013,"2030: A GLIMPSE¬†-¬† April is set to become 'Anal Sex Month' in the U.S. after a joint resolution proclaiming so sailed through both houses earlier today. Many lawmakers expressed disappointment that 'Pedo Week' legislation is, for now, on hold as Freedom Caucus members threatened a filibuster citing states rights as their only objection. #Cantwell @PNN","['Pedo', 'sex', 'freedom']","['A pedophile', 'Physical activity between people involving the sexual organs ', 'The rights of individuals to act and make decisions without external constraints.']",187
196,hatexplain,23335075_gab,deleted twitter facebook and messanger today am finally done with the censorship and selling of info may fuckerberg become the bitch of a mussel and his wife a sex slave in iran,"['mussel', 'sex', 'wife', 'bitch', 'his']","['A womans genitalia', 'Physical activity between people involving the sexual organs ', 'A partner in marriage.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'Belonging to or connected with a man, boy, or male.']",188
197,mhs,18453,"masturbate, have premarital sex, it 's pretty easy to sin without being a complete toolbag.","['sex', 'premarital sex', 'masturbate']","['Physical activity between people involving the sexual organs ', 'Coitus and/or sexual intercourse practiced by persons before they are married.', 'Sexual stimulation or gratification of the self.']",189
198,mhs,28485,"her pussy is very sensitive and wet, she 's already had a violent orgasm, but it 's only the first of a long series, this black bunny was made for interracial sex, no doubt!!! @xxxsydneecapri url","['bunny', 'sex', 'pussy', 'violence', 'her', 'orgasm', 'she']","['A rabbit. In US, could also be a slang term referring to a sexually attractive young woman.', 'Physical activity between people involving the sexual organs ', 'Slang for vagina; sometimes used generally as slang for femininity.', 'An act of aggression between individuals.', 'To refer to a woman, girl, or female.', 'Orgasm is the sudden discharge of accumulated sexual excitement during the sexual response cycle, resulting in rhythmic muscular contractions in the pelvic region characterized by sexual pleasure.', 'Used as the subject of a verb to refer to a woman, girl, or female.']",190
199,gabhatecorpus,7629,Judge refuses to toss lawsuit accusing Harvey Weinstein of sex trafficking ,['sex trafficking'],"['Human trafficking for the purpose of sexual exploitation, including sexual slavery.']",191
200,mhs,28792,@stephreinish @amy_siskind those border patrol agents need to be brought up on charges of sexual assault. period.,['sexual assault'],"[ 'Individual or group aggressive behavior which is socially non-acceptable, turbulent, and often destructive. It is precipitated by frustrations, hostility, prejudices, etc.']",192
201,gabhatecorpus,20046,http:// theantimedia.org/ hillary- clinton- ignored- staffers- sexual- harassment- allegations- during- campaign/¬† #CrookedHillary is SCUM in expensive clothes &the #MeToo movement waiting til they 're on their last legs after DECADES of misconduct by her and her husband is a ridiculous joke,"[ 'Me Too movement', 'sexual harassment', 'husband', 'her']","['A movement against sexual harassment and sexual assault. The phrase ""Me Too"" was initially used on social media in 2006, on Myspace, by sexual harassment survivor and activist Tarana Burke. Similar to other social justice and empowerment movements based upon breaking silence, the purpose of ""Me Too"" is to empower women through empathy and strength in numbers, especially young and vulnerable women, by visibly demonstrating how many women have survived sexual assault and harassment, especially in the workplace.', 'Sexual harassment includes a range of actions from mild transgressions to sexual abuse or sexual assault.', 'A partner in marriage.', 'To refer to a woman, girl, or female.']",193
202,mhs,27326,"no educated muslim will ever object against barbarity of ""kill kafir"", and sexual behavior (72 virgins/ jihadi) of isis followers out of fear of being called a murtad. behind the mask @iamsaifrk is just a drug peddler, wants government money instead of castrating rapists. url","['virgins', 'castrating', 'murtad', 'sexual', 'rapists', 'drug', 'killing', 'fear']","['The state of never having had sex.', 'Surgical removal or artificial destruction of gonads.', 'An apostate from Islam, sometimes used derogatorily.',  'relating to the activity of sex.', 'An individual or individuals who have been convicted of rape (as well as those in which substantive evidence, contemporary or historical, makes it extremely likely that they were or are guilty of rape).', 'Any substance which when absorbed into a living organism may modify one or more of its functions. The term is generally accepted for a substance taken for a therapeutic purpose, but is also commonly used for abused substances.', 'An event in which an organism is killed.', 'Fear is a negative emotion induced by a perceived threat that induces one to hide or move quickly away from the location of the perceived threat.']",194
203,mhs,23961,"i really hate religion because they make it look like it 's really hard to mind your business, you go out of way to follow a sex page just to complain about the page being sexual. can never make sense url","['sexual', 'sex']","['relating to the activity of sex.', 'Physical activity between people involving the sexual organs ']",195
204,mhs,26914,motherfucker ate all the damn shaving cream smh bitch ass retard,"['shaving', 'bitch']","['The removal of hair, by using a razor or any other kind of bladed implement.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.']",196
205,mhs,29853,"ah nigga don 't hate me cause i 'm beautiful nigga. maybe if you got rid of that old yee -yee ass haircut, you 'd get some bitches on yo dick. oh, better yet, maybe tanisha 'll call your dog ass if she stops fuckin' with that brain surgeon or lawyer she fucking with. ~niggaaaaa~","['dick', 'she', 'bitch', 'fuck']","['A rude word for a penis.', 'Used as the subject of a verb to refer to a woman, girl, or female.', 'A pejorative slang term usually used for a woman who is considered unreasonable, malicious, a control freak, intrusive, or aggressive. It also has several other meanings, depending on the context.', 'A rude word meaning to have sex with someone.']",197
